AA,AUA,America/Aruba
RS,NUX,Asia/Yekaterinburg
RS,NYA,Asia/Yekaterinburg
RS,NYM,Asia/Yekaterinburg
RS,ODO,Asia/Irkutsk
RS,OGZ,Europe/Moscow
RS,OHO,Asia/Vladivostok
RS,OMS,Asia/Omsk
RS,OSW,Asia/Yekaterinburg
RS,OVB,Asia/Krasnoyarsk
RS,OVS,Asia/Yekaterinburg
RS,PEE,Asia/Yekaterinburg
RS,PES,Europe/Moscow
RS,PEX,Europe/Moscow
RS,PEZ,Europe/Moscow
RS,PKC,Asia/Anadyr
RS,PKV,Europe/Moscow
RS,PVS,Asia/Anadyr
RS,PYJ,Asia/Yakutsk
RS,RAT,Asia/Yekaterinburg
RS,REN,Asia/Yekaterinburg
RS,RGK,Asia/Krasnoyarsk
RS,ROV,Europe/Moscow
RS,RTW,Europe/Moscow
RS,RYB,Europe/Moscow
RS,SCW,Europe/Moscow
RS,SEK,Asia/Srednekolymsk
RS,SGC,Asia/Yekaterinburg
RS,SKX,Europe/Moscow
RS,SLY,Asia/Yekaterinburg
RS,STW,Europe/Moscow
RS,SUY,Asia/Yakutsk
RS,SVO,Europe/Moscow
RS,SVX,Asia/Yekaterinburg
RS,SWT,Asia/Krasnoyarsk
RS,TBW,Europe/Moscow
RS,TJM,Asia/Yekaterinburg
RS,TOF,Asia/Krasnoyarsk
RS,UCT,Europe/Moscow
RS,UFA,Asia/Yekaterinburg
RS,UIK,Asia/Irkutsk
RS,UKX,Asia/Irkutsk
RS,ULK,Asia/Yakutsk
RS,ULV,Europe/Samara
RS,ULY,Europe/Samara
RS,UMS,Asia/Yakutsk
RS,URJ,Asia/Yekaterinburg
RS,URS,Europe/Moscow
RS,USK,Europe/Moscow
RS,UUA,Europe/Moscow
RS,UUD,Asia/Irkutsk
RS,UUS,Asia/Srednekolymsk
RS,VGD,Europe/Moscow
RS,VKO,Europe/Moscow
RS,VKT,Europe/Moscow
RS,VLU,Europe/Moscow
RS,VOG,Europe/Moscow
RS,VOZ,Europe/Moscow
RS,VVO,Asia/Vladivostok
RS,YKS,Asia/Yakutsk
RS,ZKP,Asia/Srednekolymsk
RU,IRM,Asia/Yekaterinburg
RU,NER,Asia/Yakutsk
RU,ONK,Asia/Yakutsk
RU,RVH,Europe/Moscow
RU,SYS,Asia/Yakutsk
RU,VUS,Europe/Moscow
RW,GYI,Africa/Kigali
RW,KGL,Africa/Kigali
RW,KME,Africa/Kigali
SA,ABT,Asia/Riyadh
SA,AHB,Asia/Riyadh
SA,AJF,Asia/Riyadh
SA,AQI,Asia/Riyadh
SA,BHH,Asia/Riyadh
SA,DHA,Asia/Riyadh
SA,DMM,Asia/Riyadh
SA,DWD,Asia/Riyadh
SA,EAM,Asia/Riyadh
SA,EJH,Asia/Riyadh
SA,ELQ,Asia/Riyadh
SA,EWD,Asia/Riyadh
SA,GIZ,Asia/Riyadh
SA,HAS,Asia/Riyadh
SA,HBT,Asia/Riyadh
SA,HOF,Asia/Riyadh
SA,JED,Asia/Riyadh
SA,MED,Asia/Riyadh
SA,RAE,Asia/Riyadh
SA,RAH,Asia/Riyadh
SA,RUH,Asia/Riyadh
SA,SHW,Asia/Riyadh
SA,SLF,Asia/Riyadh
SA,TIF,Asia/Riyadh
SA,TUI,Asia/Riyadh
SA,TUU,Asia/Riyadh
SA,ULH,Asia/Amman
SA,URY,Asia/Riyadh
SA,YNB,Asia/Riyadh
SB,FSP,America/Miquelon
SB,MQC,America/Miquelon
SC,NEV,America/St_Kitts
SC,SKB,America/St_Kitts
SE,DES,Indian/Mahe
SE,PRI,Indian/Mahe
SE,SEZ,Indian/Mahe
SF,AAM,Africa/Johannesburg
SF,ADY,Africa/Johannesburg
SF,AGZ,Africa/Johannesburg
SF,ALJ,Africa/Johannesburg
SF,BFN,Africa/Johannesburg
SF,BIY,Africa/Johannesburg
SF,CPT,Africa/Johannesburg
SF,DUH,Africa/Johannesburg
SF,DUR,Africa/Johannesburg
SF,ELS,Africa/Johannesburg
SF,GCJ,Africa/Johannesburg
SF,GRJ,Africa/Johannesburg
SF,HDS,Africa/Johannesburg
SF,HLA,Africa/Johannesburg
SF,JNB,Africa/Johannesburg
SF,KIM,Africa/Johannesburg
SF,KLZ,Africa/Johannesburg
SF,KMH,Africa/Johannesburg
SF,LAY,Africa/Johannesburg
SF,LTA,Africa/Johannesburg
SF,MBD,Africa/Johannesburg
SF,MEZ,Africa/Johannesburg
SF,MGH,Africa/Johannesburg
SF,MQP,Africa/Johannesburg
SF,NCS,Africa/Johannesburg
SF,NLP,Africa/Johannesburg
SF,NTY,Africa/Johannesburg
SF,PHW,Africa/Johannesburg
SF,PLZ,Africa/Johannesburg
SF,PRY,Africa/Johannesburg
SF,PTG,Africa/Johannesburg
SF,PZB,Africa/Johannesburg
SF,QRA,Africa/Johannesburg
SF,RCB,Africa/Johannesburg
SF,ROD,Africa/Johannesburg
SF,SBU,Africa/Johannesburg
SF,SIS,Africa/Johannesburg
SF,SZK,Africa/Johannesburg
SF,ULD,Africa/Johannesburg
SF,UTN,Africa/Johannesburg
SF,UTT,Africa/Johannesburg
SF,UTW,Africa/Johannesburg
SF,VIR,Africa/Johannesburg
SF,VRU,Africa/Johannesburg
SF,WEL,Africa/Johannesburg
SG,BXE,Africa/Dakar
SG,CSK,Africa/Dakar
SG,DKR,Africa/Dakar
SG,KGG,Africa/Dakar
SG,KLC,Africa/Dakar
SG,MAX,Africa/Dakar
SG,TUD,Africa/Dakar
SG,XLS,Africa/Dakar
SG,ZIG,Africa/Dakar
SH,ASI,Atlantic/St_Helena
SI,LJU,Europe/Ljubljana
SI,MBX,Europe/Ljubljana
SI,POW,Europe/Ljubljana
SL,BTE,Africa/Freetown
SL,FNA,Africa/Freetown
SL,GBK,Africa/Freetown
SL,HGS,Africa/Freetown
SL,KBS,Africa/Freetown
SL,KEN,Africa/Freetown
SL,WYE,Africa/Freetown
SN,QPG,Asia/Singapore
SN,SIN,Asia/Singapore
SN,XSP,Asia/Singapore
SO,ALU,Africa/Mogadishu
SO,BBO,Africa/Mogadishu
SO,BSA,Africa/Mogadishu
SO,BUO,Africa/Mogadishu
SO,GLK,Africa/Mogadishu
SO,HGA,Africa/Mogadishu
SO,KMU,Africa/Mogadishu
SO,MGQ,Africa/Mogadishu
SP,ACE,Atlantic/Canary
SP,AGP,Europe/Madrid
SP,ALC,Europe/Madrid
SP,BCN,Europe/Madrid
SP,BIO,Europe/Madrid
SP,BJZ,Europe/Madrid
SP,CQM,Europe/Madrid
SP,EAS,Europe/Madrid
SP,FUE,Atlantic/Canary
SP,GMZ,Atlantic/Canary
SP,GRO,Europe/Madrid
SP,GRX,Europe/Madrid
SP,HSK,Europe/Madrid
SP,IBZ,Europe/Madrid
SP,ILD,Europe/Madrid
SP,LCG,Europe/Madrid
SP,LEI,Europe/Madrid
SP,LEN,Europe/Madrid
SP,LEU,Europe/Madrid
SP,LPA,Atlantic/Canary
SP,MAD,Europe/Madrid
SP,MAH,Europe/Madrid
SP,MJV,Europe/Madrid
SP,MLN,Europe/Madrid
SP,ODB,Europe/Madrid
SP,OVD,Europe/Madrid
SP,OZP,Europe/Madrid
SP,PMI,Europe/Madrid
SP,PNA,Europe/Madrid
SP,QSA,Europe/Madrid
SP,REU,Europe/Madrid
SP,RGS,Europe/Madrid
SP,RJL,Europe/Madrid
SP,SCQ,Europe/Madrid
SP,SDR,Europe/Madrid
SP,SLM,Europe/Madrid
SP,SPC,Atlantic/Canary
SP,SVQ,Europe/Madrid
SP,TFN,Atlantic/Canary
SP,TFS,Atlantic/Canary
SP,TOJ,Europe/Madrid
SP,VDE,Atlantic/Canary
SP,VGO,Europe/Madrid
SP,VIT,Europe/Madrid
SP,VLC,Europe/Madrid
SP,VLL,Europe/Madrid
SP,XRY,Europe/Madrid
SP,ZAZ,Europe/Madrid
SS,JUB,Africa/Juba
ST,SLU,America/St_Lucia
ST,UVF,America/St_Lucia
SU,ATB,Africa/Khartoum
SU,DOG,Africa/Khartoum
SU,EBD,Africa/Khartoum
SU,EGN,Africa/Khartoum
SU,ELF,Africa/Khartoum
SU,KRT,Africa/Khartoum
SU,KSL,Africa/Khartoum
SU,MAK,Africa/Juba
SU,PZU,Africa/Khartoum
SU,RBX,Africa/Juba
SU,UYL,Africa/Khartoum
SU,WHF,Africa/Khartoum
SU,WUU,Africa/Juba
SW,AGH,Europe/Stockholm
SW,AJR,Europe/Stockholm
SW,ARN,Europe/Stockholm
SW,BLE,Europe/Stockholm
SW,BMA,Europe/Stockholm
SW,EVG,Europe/Stockholm
SW,GEV,Europe/Stockholm
SW,GOT,Europe/Stockholm
SW,GSE,Europe/Stockholm
SW,GVX,Europe/Stockholm
SW,HAD,Europe/Stockholm
SW,HFS,Europe/Stockholm
SW,HLF,Europe/Stockholm
SW,HMV,Europe/Stockholm
SW,HUV,Europe/Stockholm
SW,JKG,Europe/Stockholm
SW,JLD,Europe/Stockholm
SW,KID,Europe/Stockholm
SW,KLR,Europe/Stockholm
SW,KRF,Europe/Stockholm
SW,KRN,Europe/Stockholm
SW,KSD,Europe/Stockholm
SW,KSK,Europe/Stockholm
SW,KVB,Europe/Stockholm
SW,LDK,Europe/Stockholm
SW,LLA,Europe/Stockholm
SW,LPI,Europe/Stockholm
SW,LYC,Europe/Stockholm
SW,MMX,Europe/Stockholm
SW,MXX,Europe/Stockholm
SW,NRK,Europe/Stockholm
SW,NYO,Europe/Stockholm
SW,OER,Europe/Stockholm
SW,ORB,Europe/Stockholm
SW,OSD,Europe/Stockholm
SW,OSK,Europe/Stockholm
SW,PJA,Europe/Stockholm
SW,RNB,Europe/Stockholm
SW,SDL,Europe/Stockholm
SW,SFT,Europe/Stockholm
SW,SOO,Europe/Stockholm
SW,SQO,Europe/Stockholm
SW,THN,Europe/Stockholm
SW,TYF,Europe/Stockholm
SW,UME,Europe/Stockholm
SW,VBY,Europe/Stockholm
SW,VHM,Europe/Stockholm
SW,VST,Europe/Stockholm
SW,VXO,Europe/Stockholm
SY,ALP,Asia/Damascus
SY,DAM,Asia/Damascus
SY,DEZ,Asia/Damascus
SY,KAC,Asia/Damascus
SY,LTK,Asia/Damascus
SY,PMS,Asia/Damascus
SZ,ACH,Europe/Zurich
SZ,BRN,Europe/Zurich
SZ,BXO,Europe/Zurich
SZ,EML,Europe/Zurich
SZ,GVA,Europe/Paris
SZ,LUG,Europe/Zurich
SZ,QLS,Europe/Zurich
SZ,QNC,Europe/Zurich
SZ,SIR,Europe/Zurich
SZ,SMV,Europe/Zurich
SZ,ZIN,Europe/Zurich
SZ,ZJI,Europe/Zurich
SZ,ZRH,Europe/Zurich
TD,POS,America/Port_of_Spain
TD,TAB,America/Port_of_Spain
TH,BFV,Asia/Bangkok
TH,BKK,Asia/Bangkok
TH,CEI,Asia/Bangkok
TH,CJM,Asia/Bangkok
TH,CNX,Asia/Bangkok
TH,DMK,Asia/Bangkok
TH,HDY,Asia/Bangkok
TH,HGN,Asia/Bangkok
TH,HHQ,Asia/Bangkok
TH,HKT,Asia/Bangkok
TH,KBV,Asia/Bangkok
TH,KKC,Asia/Bangkok
TH,KOP,Asia/Bangkok
TH,LOE,Asia/Bangkok
TH,LPT,Asia/Bangkok
TH,MAQ,Asia/Bangkok
TH,NAK,Asia/Bangkok
TH,NAW,Asia/Bangkok
TH,NNT,Asia/Bangkok
TH,NST,Asia/Bangkok
TH,PAN,Asia/Bangkok
TH,PHS,Asia/Bangkok
TH,PHY,Asia/Bangkok
TH,PRH,Asia/Bangkok
TH,PYY,Asia/Bangkok
TH,ROI,Asia/Bangkok
TH,SNO,Asia/Bangkok
TH,TDX,Asia/Bangkok
TH,THS,Asia/Bangkok
TH,TKT,Asia/Bangkok
TH,TST,Asia/Bangkok
TH,UBP,Asia/Bangkok
TH,UNN,Asia/Bangkok
TH,URT,Asia/Bangkok
TH,USM,Asia/Bangkok
TH,UTH,Asia/Bangkok
TH,UTP,Asia/Bangkok
TI,DYU,Asia/Dushanbe
TI,LBD,Asia/Dushanbe
TI,TJU,Asia/Dushanbe
TK,GDT,America/Grand_Turk
TK,MDS,America/Grand_Turk
TK,NCA,America/Grand_Turk
TK,PLS,America/Grand_Turk
TK,SLX,America/Grand_Turk
TK,XSC,America/Grand_Turk
TL,DIL,Asia/Dili
TN,EUA,Pacific/Tongatapu
TN,HPA,Pacific/Tongatapu
TN,NFO,Pacific/Tongatapu
TN,NTT,Pacific/Tongatapu
TN,TBU,Pacific/Tongatapu
TN,VAV,Pacific/Tongatapu
TO,LFW,Africa/Lome
TO,LRL,Africa/Lome
TP,PCP,Africa/Sao_Tome
TP,TMS,Africa/Sao_Tome
TR,IGD,Asia/Yerevan
TR,OGU,Asia/Yerevan
TR,SXZ,Europe/Istanbul
TR,TJK,Europe/Istanbul
TS,DJE,Africa/Tunis
TS,EBM,Africa/Tunis
TS,GAE,Africa/Tunis
TS,GAF,Africa/Tunis
TS,MIR,Africa/Tunis
TS,SFA,Africa/Tunis
TS,TBJ,Africa/Tunis
TS,TOE,Africa/Tunis
TS,TUN,Africa/Tunis
TU,ADA,Europe/Istanbul
TU,ADB,Europe/Istanbul
TU,ADF,Europe/Istanbul
TU,AFY,Europe/Istanbul
TU,AJI,Europe/Istanbul
TU,ANK,Europe/Istanbul
TU,AOE,Europe/Istanbul
TU,ASR,Europe/Istanbul
TU,AYT,Europe/Istanbul
TU,BAL,Europe/Istanbul
TU,BDM,Europe/Istanbul
TU,BJV,Europe/Istanbul
TU,BTZ,Europe/Istanbul
TU,BXN,Europe/Istanbul
TU,BZI,Europe/Istanbul
TU,CKZ,Europe/Istanbul
TU,DIY,Europe/Istanbul
TU,DLM,Europe/Istanbul
TU,DNZ,Europe/Istanbul
TU,EDO,Europe/Istanbul
TU,ERC,Europe/Istanbul
TU,ERZ,Europe/Istanbul
TU,ESB,Europe/Istanbul
TU,ESK,Europe/Istanbul
TU,EZS,Europe/Istanbul
TU,GNY,Europe/Istanbul
TU,GZP,Europe/Istanbul
TU,GZT,Europe/Istanbul
TU,HTY,Europe/Istanbul
TU,IGL,Europe/Istanbul
TU,ISE,Europe/Istanbul
TU,IST,Europe/Istanbul
TU,KCM,Europe/Istanbul
TU,KFS,Europe/Istanbul
TU,KSY,Europe/Istanbul
TU,KYA,Europe/Istanbul
TU,KZR,Europe/Istanbul
TU,MLX,Europe/Istanbul
TU,MQM,Europe/Istanbul
TU,MSR,Europe/Istanbul
TU,MZH,Europe/Istanbul
TU,NAV,Europe/Istanbul
TU,NKT,Europe/Istanbul
TU,ONQ,Europe/Istanbul
TU,SAW,Europe/Istanbul
TU,SFQ,Europe/Istanbul
TU,SIC,Europe/Istanbul
TU,SZF,Europe/Istanbul
TU,TEQ,Europe/Istanbul
TU,TZX,Europe/Istanbul
TU,UAB,Europe/Istanbul
TU,USQ,Europe/Istanbul
TU,VAN,Europe/Istanbul
TU,VAS,Europe/Istanbul
TU,YEI,Europe/Istanbul
TV,FUN,Pacific/Funafuti
TW,CYI,Asia/Taipei
TW,GNI,Asia/Taipei
TW,HCN,Asia/Taipei
TW,HUN,Asia/Taipei
TW,KHH,Asia/Taipei
TW,KNH,Asia/Taipei
TW,KYD,Asia/Taipei
TW,LZN,Asia/Taipei
TW,MFK,Asia/Taipei
TW,MZG,Asia/Taipei
TW,PIF,Asia/Taipei
TW,RMQ,Asia/Taipei
TW,TNN,Asia/Taipei
TW,TPE,Asia/Taipei
TW,TSA,Asia/Taipei
TW,TTT,Asia/Taipei
TW,TXG,Asia/Taipei
TW,WOT,Asia/Taipei
TX,ASB,Asia/Ashgabat
TX,CRZ,Asia/Ashgabat
TX,KRW,Asia/Ashgabat
TX,MYP,Asia/Ashgabat
TX,TAZ,Asia/Ashgabat
TZ,ARK,Africa/Dar_es_Salaam
TZ,BKZ,Africa/Dar_es_Salaam
TZ,DAR,Africa/Dar_es_Salaam
TZ,DOD,Africa/Dar_es_Salaam
TZ,IRI,Africa/Dar_es_Salaam
TZ,JRO,Africa/Dar_es_Salaam
TZ,LDI,Africa/Dar_es_Salaam
TZ,LKY,Africa/Dar_es_Salaam
TZ,MBI,Africa/Dar_es_Salaam
TZ,MFA,Africa/Dar_es_Salaam
TZ,MUZ,Africa/Dar_es_Salaam
TZ,MWZ,Africa/Dar_es_Salaam
TZ,MYW,Africa/Dar_es_Salaam
TZ,PMA,Africa/Dar_es_Salaam
TZ,SEU,Africa/Dar_es_Salaam
TZ,SGX,Africa/Dar_es_Salaam
TZ,SHY,Africa/Dar_es_Salaam
TZ,TBO,Africa/Dar_es_Salaam
TZ,TGT,Africa/Dar_es_Salaam
TZ,TKQ,Africa/Dar_es_Salaam
TZ,ZNZ,Africa/Dar_es_Salaam
UG,EBB,Africa/Kampala
UG,PAF,Africa/Kampala
UG,RUA,Africa/Kampala
UG,SRT,Africa/Kampala
UG,ULU,Africa/Kampala
UK,ABZ,Europe/London
UK,ADX,Europe/London
UK,BBP,Europe/London
UK,BBS,Europe/London
UK,BEB,Europe/London
UK,BEQ,Europe/London
UK,BFS,Europe/London
UK,BHD,Europe/London
UK,BHX,Europe/London
UK,BLK,Europe/London
UK,BOH,Europe/London
UK,BQH,Europe/London
UK,BRR,Europe/London
UK,BRS,Europe/London
UK,BWF,Europe/London
UK,BZZ,Europe/London
UK,CAL,Europe/London
UK,CAX,Europe/London
UK,CBG,Europe/London
UK,CEG,Europe/London
UK,CSA,Europe/London
UK,CVT,Europe/London
UK,CWL,Europe/London
UK,DND,Europe/London
UK,DSA,Europe/London
UK,EDI,Europe/London
UK,EMA,Europe/London
UK,ENK,Europe/London
UK,EOI,Europe/London
UK,ESH,Europe/London
UK,EXT,Europe/London
UK,FAB,Europe/London
UK,FFD,Europe/London
UK,FIE,Europe/London
UK,FZO,Europe/London
UK,GLA,Europe/London
UK,GLO,Europe/London
UK,HRT,Europe/London
UK,HUY,Europe/London
UK,ILY,Europe/London
UK,INV,Europe/London
UK,ISC,Europe/London
UK,KNF,Europe/London
UK,KOI,Europe/London
UK,KRH,Europe/London
UK,LBA,Europe/London
UK,LCY,Europe/London
UK,LDY,Europe/London
UK,LEQ,Europe/London
UK,LGW,Europe/London
UK,LHR,Europe/London
UK,LMO,Europe/London
UK,LPL,Europe/London
UK,LSI,Europe/London
UK,LTN,Europe/London
UK,LWK,Europe/London
UK,LYE,Europe/London
UK,LYM,Europe/London
UK,LYX,Europe/London
UK,MAN,Europe/London
UK,MHZ,Europe/London
UK,MME,Europe/London
UK,MSE,Europe/London
UK,NCL,Europe/London
UK,NDY,Europe/London
UK,NHT,Europe/London
UK,NQT,Europe/London
UK,NQY,Europe/London
UK,NRL,Europe/London
UK,NWI,Europe/London
UK,OBN,Europe/London
UK,ODH,Europe/London
UK,OXF,Europe/London
UK,PIK,Europe/London
UK,PLH,Europe/London
UK,PPW,Europe/London
UK,PSL,Europe/London
UK,PZE,Europe/London
UK,QCY,Europe/London
UK,QFO,Europe/London
UK,QLA,Europe/London
UK,RCS,Europe/London
UK,SCS,Europe/London
UK,SEN,Europe/London
UK,SOU,Europe/London
UK,SOY,Europe/London
UK,STN,Europe/London
UK,SWS,Europe/London
UK,SYY,Europe/London
UK,TRE,Europe/London
UK,TSO,Europe/London
UK,UNT,Europe/London
UK,VLY,Europe/London
UK,WIC,Europe/London
UK,WRY,Europe/London
UK,WTN,Europe/London
UK,YEO,Europe/London
UP,CEJ,Europe/Kiev
UP,CKC,Europe/Kiev
UP,CWC,Europe/Kiev
UP,DNK,Europe/Kiev
UP,DOK,Europe/Kiev
UP,GML,Europe/Kiev
UP,HMJ,Europe/Kiev
UP,HRK,Europe/Kiev
UP,IEV,Europe/Kiev
UP,IFO,Europe/Kiev
UP,KBP,Europe/Kiev
UP,KGO,Europe/Kiev
UP,KHC,Europe/Simferopol
UP,KHE,Europe/Kiev
UP,KWG,Europe/Kiev
UP,LWO,Europe/Kiev
UP,MPW,Europe/Kiev
UP,NLV,Europe/Kiev
UP,ODS,Europe/Kiev
UP,OZH,Europe/Kiev
UP,PLV,Europe/Kiev
UP,RWN,Europe/Kiev
UP,SIP,Europe/Simferopol
UP,TNL,Europe/Kiev
UP,UDJ,Europe/Kiev
UP,UKC,Europe/Kiev
UP,UKS,Europe/Simferopol
UP,VIN,Europe/Kiev
UP,VSG,Europe/Kiev
UP,ZTR,Europe/Kiev
US,0V4,America/New_York
US,23M,America/Chicago
US,2A5,America/New_York
US,2H0,America/Chicago
US,4A7,America/New_York
US,4U9,America/Denver
US,52A,America/New_York
US,57C,America/Chicago
US,5B2,America/New_York
US,6J4,America/New_York
US,6S0,America/Denver
US,7W6,America/New_York
US,A39,America/Phoenix
US,A50,America/Denver
US,AAF,America/New_York
US,AAP,America/Chicago
US,AAT,America/Anchorage
US,ABE,America/New_York
US,ABI,America/Chicago
US,ABL,America/Anchorage
US,ABQ,America/Denver
US,ABR,America/Chicago
US,ABY,America/New_York
US,ACK,America/New_York
US,ACT,America/Chicago
US,ACV,America/Los_Angeles
US,ACY,America/New_York
US,ADK,America/Adak
US,ADM,America/Chicago
US,ADQ,America/Anchorage
US,ADS,America/Chicago
US,ADW,America/New_York
US,AET,America/Anchorage
US,AEX,America/Chicago
US,AFE,America/Anchorage
US,AFW,America/Chicago
US,AGC,America/New_York
US,AGN,America/Anchorage
US,AGS,America/New_York
US,AHN,America/New_York
US,AIA,America/Denver
US,AIK,America/New_York
US,AIN,America/Anchorage
US,AIZ,America/Chicago
US,AKB,America/Adak
US,AKC,America/New_York
US,AKI,America/Anchorage
US,AKK,America/Anchorage
US,AKN,America/Anchorage
US,AKO,America/Denver
US,AKP,America/Anchorage
US,ALB,America/New_York
US,ALI,America/Chicago
US,ALM,America/Denver
US,ALO,America/Chicago
US,ALS,America/Denver
US,ALW,America/Los_Angeles
US,AMA,America/Chicago
US,ANB,America/Chicago
US,ANC,America/Anchorage
US,AND,America/New_York
US,ANI,America/Anchorage
US,ANN,America/Anchorage
US,ANP,America/New_York
US,ANQ,America/New_York
US,ANV,America/Anchorage
US,AOH,America/New_York
US,AOO,America/New_York
US,APA,America/Denver
US,APC,America/Los_Angeles
US,APF,America/New_York
US,APG,America/New_York
US,APN,America/New_York
US,AQC,America/Anchorage
US,ARA,America/Chicago
US,ARB,America/New_York
US,ARC,America/Anchorage
US,ART,America/New_York
US,ARV,America/Chicago
US,ASE,America/Denver
US,ASH,America/New_York
US,AST,America/Los_Angeles
US,ATK,America/Anchorage
US,ATL,America/New_York
US,ATW,America/Chicago
US,ATY,America/Chicago
US,AUG,America/New_York
US,AUK,America/Anchorage
US,AUO,America/Chicago
US,AUS,America/Chicago
US,AUW,America/Chicago
US,AVL,America/New_York
US,AVO,America/New_York
US,AVP,America/New_York
US,AVW,America/Phoenix
US,AVX,America/Los_Angeles
US,AZA,America/Phoenix
US,AZO,America/New_York
US,BAB,America/Los_Angeles
US,BAD,America/Chicago
US,BAF,America/New_York
US,BBX,America/New_York
US,BCE,America/Denver
US,BCT,America/New_York
US,BDE,America/Chicago
US,BDL,America/New_York
US,BDR,America/New_York
US,BEC,America/Chicago
US,BED,America/New_York
US,BET,America/Anchorage
US,BFD,America/New_York
US,BFF,America/Denver
US,BFI,America/Los_Angeles
US,BFL,America/Los_Angeles
US,BFM,America/Chicago
US,BFP,America/New_York
US,BFT,America/New_York
US,BGE,America/New_York
US,BGM,America/New_York
US,BGR,America/New_York
US,BHB,America/New_York
US,BHM,America/Chicago
US,BID,America/New_York
US,BIF,America/Denver
US,BIG,America/Anchorage
US,BIL,America/Denver
US,BIS,America/Chicago
US,BIV,America/New_York
US,BIX,America/Chicago
US,BJC,America/Denver
US,BJI,America/Chicago
US,BKC,America/Anchorage
US,BKD,America/Chicago
US,BKF,America/Denver
US,BKH,Pacific/Honolulu
US,BKL,America/New_York
US,BKW,America/New_York
US,BLF,America/New_York
US,BLH,America/Los_Angeles
US,BLI,America/Los_Angeles
US,BLV,America/Chicago
US,BMC,America/Denver
US,BMG,America/New_York
US,BMI,America/Chicago
US,BMT,America/Chicago
US,BMX,America/Anchorage
US,BNA,America/Chicago
US,BOI,America/Denver
US,BOS,America/New_York
US,BOW,America/New_York
US,BPT,America/Chicago
US,BQK,America/New_York
US,BRD,America/Chicago
US,BRL,America/Chicago
US,BRO,America/Chicago
US,BRW,America/Anchorage
US,BSF,Pacific/Honolulu
US,BTI,America/Anchorage
US,BTM,America/Denver
US,BTR,America/Chicago
US,BTT,America/Anchorage
US,BTV,America/New_York
US,BUF,America/New_York
US,BUR,America/Los_Angeles
US,BUU,America/Chicago
US,BVY,America/New_York
US,BWG,America/Chicago
US,BWI,America/New_York
US,BXK,America/Phoenix
US,BYH,America/Chicago
US,BYS,America/Los_Angeles
US,BZN,America/Denver
US,CAE,America/New_York
US,CAK,America/New_York
US,CAR,America/New_York
US,CBE,America/New_York
US,CBM,America/Chicago
US,CCO,America/New_York
US,CCR,America/Los_Angeles
US,CDB,America/Anchorage
US,CDC,America/Denver
US,CDN,America/New_York
US,CDR,America/Denver
US,CDS,America/Chicago
US,CDV,America/Anchorage
US,CDW,America/New_York
US,CEC,America/Los_Angeles
US,CEF,America/New_York
US,CEM,America/Anchorage
US,CEU,America/New_York
US,CEW,America/Chicago
US,CEZ,America/Denver
US,CFD,America/Chicago
US,CGC,America/New_York
US,CGF,America/New_York
US,CGI,America/Chicago
US,CGX,America/Chicago
US,CGZ,America/Phoenix
US,CHA,America/New_York
US,CHO,America/New_York
US,CHS,America/New_York
US,CIC,America/Los_Angeles
US,CID,America/Chicago
US,CIK,America/Anchorage
US,CIU,America/New_York
US,CKB,America/New_York
US,CKF,America/New_York
US,CKV,America/Chicago
US,CLD,America/Los_Angeles
US,CLE,America/New_York
US,CLL,America/Chicago
US,CLM,America/Los_Angeles
US,CLS,America/Los_Angeles
US,CLT,America/New_York
US,CLW,America/New_York
US,CMH,America/New_York
US,CMI,America/Chicago
US,CMX,America/New_York
US,CNM,America/Denver
US,CNW,America/Chicago
US,CNY,America/Denver
US,COD,America/Denver
US,COE,America/Los_Angeles
US,COF,America/New_York
US,CON,America/New_York
US,COS,America/Denver
US,COT,America/Chicago
US,COU,America/Chicago
US,CPR,America/Denver
US,CQW,America/New_York
US,CRE,America/New_York
US,CRP,America/Chicago
US,CRW,America/New_York
US,CSG,America/New_York
US,CTB,America/Denver
US,CTH,America/New_York
US,CTJ,America/New_York
US,CTY,America/New_York
US,CVG,America/New_York
US,CVN,America/Denver
US,CVO,America/Los_Angeles
US,CVS,America/Denver
US,CVX,America/New_York
US,CWA,America/Chicago
US,CWI,America/Chicago
US,CWT,Australia/Sydney
US,CXL,America/Los_Angeles
US,CXO,America/Chicago
US,CXY,America/New_York
US,CYF,America/Anchorage
US,CYS,America/Denver
US,CYT,America/Anchorage
US,CZF,America/Anchorage
US,CZG,America/New_York
US,DAB,America/New_York
US,DAL,America/Chicago
US,DAN,America/New_York
US,DAW,America/New_York
US,DAY,America/New_York
US,DBN,America/New_York
US,DBQ,America/Chicago
US,DCA,America/New_York
US,DDC,America/Chicago
US,DEC,America/Chicago
US,DEN,America/Denver
US,DET,America/New_York
US,DFW,America/Chicago
US,DGL,America/Phoenix
US,DHN,America/Chicago
US,DHT,America/Chicago
US,DIK,America/Denver
US,DKK,America/New_York
US,DKX,America/New_York
US,DLF,America/Chicago
US,DLG,America/Anchorage
US,DLH,America/Chicago
US,DLL,America/Chicago
US,DMA,America/Phoenix
US,DNL,America/New_York
US,DNN,America/New_York
US,DNV,America/Chicago
US,DOV,America/New_York
US,DPA,America/Chicago
US,DQH,America/New_York
US,DRG,America/Anchorage
US,DRI,America/Chicago
US,DRM,America/New_York
US,DRO,America/Denver
US,DRT,America/Chicago
US,DSM,America/Chicago
US,DTA,America/Denver
US,DTS,America/Chicago
